"207","STANDARD EN 998-2",\N,"0c8efddabca0558c0ce85260e534e4c4.jpg"
"209","STANDARD EN 1504-2","Стандарт распространяется на следующие способы защиты поверхности: \
- защита от проникновения влаги;\
- контроль влажности;\
- ограничение содержания влаги путем обработки поверхности, покрытия или защитного укрытия.","1003f7f9f00ffb03b3e2a34c40da8569.jpg"
"210","STANDARD EN 12004","Улучшенный цементный клей с более длительным открытым временем.","0607bd151f39a1e65c015783a950d13e.jpg"
"211","Продукт используемый с водой и % для замеса.",\N,"2d09d640e980aa2a41c6515cefe6d5b4.jpg"
"212","Тип шпателя.",\N,"bd993b155081c1e186e3be47f6759527.jpg"
"213","Толщина клея.",\N,"2f29c8793b83d5b3fbc33226fa108a25.jpg"
"214","Продукт используемый с водой и % для замеса.",\N,"8d5eea3a2fbc4d4770e898a85e1155e6.jpg"
"215","STANDARD EN 12004","Базовый цементный клей, устойчивый к вертикальному скольжению (тиксотропный).","e0c7dc710c1f53a13e8250044318ffce.jpg"
"216","STANDARD EN 12002","Эластичный клей, с ≥ 2.5 mm деформируемости.","48b9a6f92cf6d90c860001cecde5afb0.jpg"
"217","STANDARD EN 12002","Клей повышенной эластичности, с ≥   5 mm деформируемости. ","7690d65d83007c178a77b1483a641f60.jpg"
"218","Продукт используемый с водой и % для замеса.",\N,"67e1f8f983dcd02998d5189eb6eb9a70.jpg"
"219","Тип шпателя.",\N,"6cb6e842ab7f5981a8a6576749b13a0e.jpg"
