_attribute_set,attributes,attribute_labels_admin,attribute_labels_default
навесные_дверные_,seriya{1};tip_zamka{2};tip_mehanizma_sekretnosti{3};material{4};cvet{5};pokrytie{6};material_duzhki{7};material_korpusa{8};vysota_korpusa{9};shirina_korpusa{10};zakalennaya_duzhka{11};diametr_duzhki{12};proem{13};dlina_duzhki{14};vysota_duzhki{15};shirina_duzhki{16};kol_vo_klyuchey{17};kol_vo_sekretnyh_kombinaciy{18};komplektaciya_zamka{19};dop_dannye{20},серия;тип замка;тип механизма секретности;материал;цвет;покрытие;материал дужки;материал корпуса;высота корпуса;ширина корпуса;закаленная дужка;диаметр дужки;проем;длина дужки;высота дужки;ширина дужки;кол-во ключей;кол-во секретных комбинаций;комплектация замка;доп. данные,серия;тип замка;тип механизма секретности;материал;цвет;покрытие;материал дужки;материал корпуса;высота корпуса;ширина корпуса;закаленная дужка;диаметр дужки;проем;длина дужки;высота дужки;ширина дужки;кол-во ключей;кол-во секретных комбинаций;комплектация замка;доп. данные
навесные_велосипедные_,seriya{2};tip_zamka{3};tip_mehanizma_sekretnosti{4};material{5};cvet{6};pokrytie{7};material_duzhki{8};material_korpusa{9};vysota_korpusa{10};shirina_korpusa{11};diametr_trosa{12};dlina_trosa{13};vysota_trosa{14};shirina_trosa{15};kol_vo_klyuchey{16};kol_vo_sekretnyh_kombinaciy{17};komplekt_zamka{18};dop_dannye{19},серия;тип замка;тип механизма секретности;материал;цвет;покрытие;материал дужки;материал корпуса;высота корпуса;ширина корпуса;диаметр троса;длина троса;высота троса;ширина троса;кол-во ключей;кол-во секретных комбинаций;комплект замка;доп. данные,серия;тип замка;тип механизма секретности;материал;цвет;покрытие;материал дужки;материал корпуса;высота корпуса;ширина корпуса;диаметр троса;длина троса;высота троса;ширина троса;кол-во ключей;кол-во секретных комбинаций;комплект замка;доп. данные
накладные_дверные_,seriya{1};tip_zamka{2};tip_mehanizma_sekretnosti{3};tolschina_korpusa{4};material_korpusa{5};cvet_korpusa{6};tip_rigeley{7};kol_vo_rigeley{8};diametr_rigelya{9};material_rigelya{10};vylet_rigeley{11};kol_vo_oborotov_mehanizma{12};kol_vo_tochek_zapiraniya{13};zaschelka{14};material_zaschelki{15};diametr_zaschelki{16};mezhosevoe_rasstoyanie{17};komplekt_klyuchey{18};cvet_licevoy_planki{19};zasov{20};tip_zasova{21};material_zasova{22};diametr_zasova{23};kol_vo_oborotov_zasova{24};vyhod_zasova{25};primenenie_zasova{26};upravlenie_zasovom{27};tyagi{28};hod_tyagi{29};zadvizhka{30};diametr_zadvizhki{31};komplektaciya_zadvizhki{32};upravlenie_zadvizhkoy{33};cvet_zadvizhki{34};kol_vo_klyuchey{35};kol_vo_sekretnyh_kombinaciy{36};komplektaciya_zamka{37};dop_dannye{38},серия;тип замка;тип механизма секретности;толщина корпуса;материал корпуса;цвет корпуса;тип ригелей;кол-во ригелей;диаметр ригеля;материал ригеля;вылет ригелей;кол-во оборотов механизма;кол-во точек запирания;защелка;материал защелки;диаметр защелки;межосевое расстояние;комплект ключей;цвет лицевой планки;засов;тип засова;материал засова;диаметр засова;кол-во оборотов засова;выход засова;применение засова;управление засовом;тяги;ход тяги;задвижка;диаметр задвижки;комплектация задвижки;управление задвижкой;цвет задвижки;кол-во ключей;кол-во секретных комбинаций;комплектация замка;доп. данные,серия;тип замка;тип механизма секретности;толщина корпуса;материал корпуса;цвет корпуса;тип ригелей;кол-во ригелей;диаметр ригеля;материал ригеля;вылет ригелей;кол-во оборотов механизма;кол-во точек запирания;защелка;материал защелки;диаметр защелки;межосевое расстояние;комплект ключей;цвет лицевой планки;засов;тип засова;материал засова;диаметр засова;кол-во оборотов засова;выход засова;применение засова;управление засовом;тяги;ход тяги;задвижка;диаметр задвижки;комплектация задвижки;управление задвижкой;цвет задвижки;кол-во ключей;кол-во секретных комбинаций;комплектация замка;доп. данные
накладные_гаражные_,seriya{1};tip_zamka{2};tip_mehanizma_sekretnosti{3};material_korpusa{4};tolschina_korpusa{5};cvet_korpusa{6};tip_rigeley{7};kol_vo_rigeley{8};diametr_rigelya{9};material_rigelya{10};vylet_rigeley{11};kol_vo_oborotov_mehanizma{12};kol_vo_tochek_zapiraniya{13};zaschelka{14};diametr_zaschelki{15};mezhosevoe_rasstoyanie{16};komplekt_klyuchey{17};cvet_licevoy_planki{18};zasov{19};tip_zasova{20};material_zasova{21};diametr_zasova{22};kol_vo_oborotov_zasova{23};vyhod_zasova{24};primenenie_zasova{25};upravlenie_zasovom{26};tyagi{27};hod_tyagi{28};kol_vo_klyuchey{29};kol_vo_sekretnyh_kombinaciy{30};komplektaciya{31};dop_dannye{32},серия;тип замка;тип механизма секретности;материал корпуса;толщина корпуса;цвет корпуса;тип ригелей;кол-во ригелей;диаметр ригеля;материал ригеля;вылет ригелей;кол-во оборотов механизма;кол-во точек запирания;защелка;диаметр защелки;межосевое расстояние;комплект ключей;цвет лицевой планки;засов;тип засова;материал засова;диаметр засова;кол-во оборотов засова;выход засова;применение засова;управление засовом;тяги;ход тяги;кол-во ключей;кол-во секретных комбинаций;комплектация;доп. данные,серия;тип замка;тип механизма секретности;материал корпуса;толщина корпуса;цвет корпуса;тип ригелей;кол-во ригелей;диаметр ригеля;материал ригеля;вылет ригелей;кол-во оборотов механизма;кол-во точек запирания;защелка;диаметр защелки;межосевое расстояние;комплект ключей;цвет лицевой планки;засов;тип засова;материал засова;диаметр засова;кол-во оборотов засова;выход засова;применение засова;управление засовом;тяги;ход тяги;кол-во ключей;кол-во секретных комбинаций;комплектация;доп. данные
накладные_раковины_,naznachenie{1};tip{2};forma{3};seriya{4};cvet{5};dlina{6};shirina{7};vysota{8};obem{9};material{10};otverstie_pod_smesitel{11};otverstie_pereliva{12};kanalizacionnyy_klapan{13};polotencederzhatel{14};ves{15};dop_dannye{16},назначение;тип;форма;серия;цвет;длина;ширина;высота;объем;материал;отверстие под смеситель;отверстие перелива;канализационный клапан;полотенцедержатель;вес;доп. данные,назначение;тип;форма;серия;цвет;длина;ширина;высота;объем;материал;отверстие под смеситель;отверстие перелива;канализационный клапан;полотенцедержатель;вес;доп. данные
настенно_потолочные_промышленное_и_торговое_,napryazhenie{1};kolichestvo_lamp{2};tip_cokolya{3};moschnost_lamp{4};dlina{5};shirina{6};vysota{7};diametr{8};ustanovochnyy_razmer{9};klass_zaschity{10};klass_ip{11};KPD{12};cvetovaya_temperatura{13};indeks_cvetoperedachi{14};svetovoy_potok{15};blok_avariynogo_pitaniya{16};PRA{17};rasseivatel{18};material{19};ves{20};seriya{21};dop_dannye{22},напряжение;количество ламп;тип цоколя;мощность ламп;длина;ширина;высота;диаметр;установочный размер;класс защиты;класс IP;КПД;цветовая температура;индекс цветопередачи;световой поток;блок аварийного питания;ПРА;рассеиватель;материал;вес;серия;доп. данные,напряжение;количество ламп;тип цоколя;мощность ламп;длина;ширина;высота;диаметр;установочный размер;класс защиты;класс IP;КПД;цветовая температура;индекс цветопередачи;световой поток;блок аварийного питания;ПРА;рассеиватель;материал;вес;серия;доп. данные
настенно_потолочные_внешнее_,ugol_rasseivaniya{2};svetovoy_potok{3};diametr{4};vysota{5};shirina{6};dlina{7};vystupayuschaya_chast{8};kolichestvo_lamp{9};tip_cokolya{10};moschnost_lampy{11};napryazhenie{12};klass_ip{13};klass_elektrobezopasnosti{14};infrakrasnyy_sensor{15};stepen_pylevlagozaschity{16};cvetovaya_temperatura{17};indeks_cvetoperedachi{18};material{19};cvet{20};seriya{21};dop_dannye{22},угол рассеивания;световой поток;диаметр;высота;ширина;длина;выступающая часть;количество ламп;тип цоколя;мощность лампы;напряжение;класс IP;класс электробезопасности;инфракрасный сенсор;степень пылевлагозащиты;цветовая температура;индекс цветопередачи;материал;цвет;серия;доп. данные,угол рассеивания;световой поток;диаметр;высота;ширина;длина;выступающая часть;количество ламп;тип цоколя;мощность лампы;напряжение;класс IP;класс электробезопасности;инфракрасный сенсор;степень пылевлагозащиты;цветовая температура;индекс цветопередачи;материал;цвет;серия;доп. данные
настенно_потолочные_детские_,kolichestvo_lamp{1};tip_cokolya{2};moschnost_lamp{3};napryazhenie{4};dlina{5};vysota{6};shirina{7};vystup{8};glubina{9};diametr{10};ploschad_osvescheniya{11};klass_bezopasnosti{12};klass_ip{13};cvetovaya_temperatura{14};material{15};isis{16};seriya{17};dop_dannye{18},количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;материал;ISIS;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;материал;ISIS;серия;доп. данные
настенные_внешнее_,cvet{1};ugol_rasseivaniya{2};kolichestvo_lamp{3};tip_cokolya{4};moschnost_lampy{5};napryazhenie{6};vysota{7};dlina{8};shirina{9};vystup{10};diametr{11};ploschad_osvescheniya{12};klass_elektrobezopasnosti{13};klass_ip{14};cvetovaya_temperatura{15};svetovoy_potok{16};indeks_cvetoperedachi{17};material{18};seriya{19};dop_dannye{20},цвет;угол рассеивания;количество ламп;тип цоколя;мощность лампы;напряжение;высота;длина;ширина;выступ;диаметр;площадь освещения;класс электробезопасности;класс IP;цветовая температура;световой поток;индекс цветопередачи;материал;серия;доп. данные,цвет;угол рассеивания;количество ламп;тип цоколя;мощность лампы;напряжение;высота;длина;ширина;выступ;диаметр;площадь освещения;класс электробезопасности;класс IP;цветовая температура;световой поток;индекс цветопередачи;материал;серия;доп. данные
настенные_детские_,seriya{1};kolichestvo_lamp{2};tip_lamp{3};tip_cokolya{4};moschnost_lamp{5};napryazhenie{6};vysota{7};shirina{8};vystup{9};glubina{10};diametr{11};ploschad_osvescheniya{12};klass_bezopasnosti{13};klass_ip{14};cvet{15};material{16};dop_dannye{17},серия;количество ламп;тип ламп;тип цоколя;мощность ламп;напряжение;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цвет;материал;доп. данные,серия;количество ламп;тип ламп;тип цоколя;мощность ламп;напряжение;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цвет;материал;доп. данные
настольные_лампы_общее_,kolichestvo_lamp{1};tip_cokolya{2};moschnost_lamp{3};napryazhenie{4};dlina{5};vysota{6};shirina{7};vystup{8};glubina{9};diametr{10};ploschad_osvescheniya{11};klass_bezopasnosti{12};klass_ip{13};material{14};cvet{15};vyklyuchatel{16};dimmer{17};seriya{18};dop_dannye{19},количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;материал;цвет;выключатель;диммер;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;материал;цвет;выключатель;диммер;серия;доп. данные
настольные_лампы_детские_,seriya{1};kolichestvo_lamp{2};tip_cokolya{3};moschnost{4};napryazhenie{5};dlina{6};vysota{7};shirina{8};vystup{9};glubina{10};ploschad_osvescheniya{11};klass_bezopasnosti{12};klass_ip{13};cvetovaya_temperatura{14};vyklyuchatel{15};material{16};cvet{17};dop_dannye{18},серия;количество ламп;тип цоколя;мощность;напряжение;длина;высота;ширина;выступ;глубина;площадь освещения;класс безопасности;класс IP;цветовая температура;выключатель;материал;цвет;доп. данные,серия;количество ламп;тип цоколя;мощность;напряжение;длина;высота;ширина;выступ;глубина;площадь освещения;класс безопасности;класс IP;цветовая температура;выключатель;материал;цвет;доп. данные
отвертки_электроинструмент_,pitanie{1};ustroystvo_akkumulyatora{2};tip_akkumulyatora{3};napryazhenie{4};emkost_akkumulyatora{5};vremya_zaryadki_akkumulyatora{6};kol_vo_mehanicheskih_skorostey{7};skorost_holostogo_hoda{8};regu_krut_mome{9};kol_vo_regu_krut_mome{10};max_krutyaschiy_moment{11};max_krut_mome_tver_mate_{12};max_krut_mome_myag_mate_{13};max_diametr_krepezha{14};tip_patrona{15};diametr_patrona{16};revers{17};regulirovka_oborotov{18};vstroennaya_podsvetka{19};kol_vo_akkumulyatorov{20};zaryadnoe_ustroystvo{21};keys_v_komplekte{22};ves{23};seriya{24},питание;устройство аккумулятора;тип аккумулятора;напряжение;емкость аккумулятора;время зарядки аккумулятора;кол-во механических скоростей;скорость холостого хода;регулировка крутящего момента;кол-во регулировок крутящего момента;max крутящий момент;max крутящий момент (твердый материал);max крутящий момент (мягкий материал);max диаметр крепежа;тип патрона;диаметр патрона;реверс;регулировка оборотов;встроенная подсветка;кол-во аккумуляторов;зарядное устройство;кейс в комплекте;вес;серия,питание;устройство аккумулятора;тип аккумулятора;напряжение;емкость аккумулятора;время зарядки аккумулятора;кол-во механических скоростей;скорость холостого хода;регулировка крутящего момента;кол-во регулировок крутящего момента;max крутящий момент;max крутящий момент (твердый материал);max крутящий момент (мягкий материал);max диаметр крепежа;тип патрона;диаметр патрона;реверс;регулировка оборотов;встроенная подсветка;кол-во аккумуляторов;зарядное устройство;кейс в комплекте;вес;серия
отвертки_ручной_инструмент_,tip{1};kol_vo_otvertok_v_nabore{2};kol_vo_nasadok_v_nabore{3};tip_otvertki_indikatora{4};dopustimoe_napryazhenie{5};tip_nasadok{6};konfiguraciya_bit_sterzhney{7};tip_shlica{8};mark_prya_shli_slot_{9};mark_kres_shli_phil_{10};mark_kres_shli_pozi_{11};mark_zvez_shli_torx_{12};razm_shes_shli_hex_driv_{13};razm_shes_shli_nut_driv_{14};dlina_otvertki{15};dlina_sterzhnya{16};diametr_sterzhnya{17};material_sterzhnya{18};tip_rukoyatki{19};material_rukoyati{20};namagnichennyy_nakonechnik{21};udarnaya_konstrukciya{22};dielektricheskoe_pokrytie{23};gibkiy_sterzhen{24};treschotochnyy_mehanizm{25};funkciya_reversa{26};chehol_futlyar_dlya_hraneniya{27};dop_dannye{28},тип;кол-во отверток в наборе;кол-во насадок в наборе;тип отвертки-индикатора;допустимое напряжение;тип насадок;конфигурация бит/стержней;тип шлица;маркировка прямого шлица «Slotted»;маркировка крестового шлица «Phillips»;маркировка крестового шлица «Pozidriv»;маркировка звездообразного шлица «Torx»;размер шестигранного шлица «Hex driver»;размер шестигранного шлица «Nut driver»;длина отвертки;длина стержня;диаметр стержня;материал стержня;тип рукоятки;материал рукояти;намагниченный наконечник;ударная конструкция;диэлектрическое покрытие;гибкий стержень;трещоточный механизм;функция реверса;чехол/футляр для хранения;доп.данные,тип;кол-во отверток в наборе;кол-во насадок в наборе;тип отвертки-индикатора;допустимое напряжение;тип насадок;конфигурация бит/стержней;тип шлица;маркировка прямого шлица «Slotted»;маркировка крестового шлица «Phillips»;маркировка крестового шлица «Pozidriv»;маркировка звездообразного шлица «Torx»;размер шестигранного шлица «Hex driver»;размер шестигранного шлица «Nut driver»;длина отвертки;длина стержня;диаметр стержня;материал стержня;тип рукоятки;материал рукояти;намагниченный наконечник;ударная конструкция;диэлектрическое покрытие;гибкий стержень;трещоточный механизм;функция реверса;чехол/футляр для хранения;доп.данные
подвесные_промышленное_и_торговое_,napryazhenie{1};chastota_seti{2};istochnik_pitaniya{3};napryazhenie_pitaniya_ac{4};istochnik_sveta{5};kolichestvo_lamp{6};tip_cokolya{7};moschnost{8};koefficient_moschnosti{9};dlina{10};shirina{11};vysota{12};diametr{13};cvetovaya_temperatura{14};indeks_cvetoperedachi_cri{15};svetovoy_potok{16};ugol_svecheniya{17};ugol_rasseivaniya{18};svetovaya_effektivnost_paneley{19};srok_sluzhby{20};klass_ip{21};klass_zaschity{22};PRA{23};blok_avariynogo_pitaniya{24};cvet{25};material{26};seriya{27};dop_dannye{28},напряжение;частота сети;источник питания;напряжение питания AC;источник света;количество ламп;тип цоколя;мощность;коэффициент мощности;длина;ширина;высота;диаметр;цветовая температура;индекс цветопередачи CRI;световой поток;угол свечения;угол рассеивания;световая эффективность панелей;срок службы;класс IP;класс защиты;ПРА;блок аварийного питания;цвет;материал;серия;доп. данные,напряжение;частота сети;источник питания;напряжение питания AC;источник света;количество ламп;тип цоколя;мощность;коэффициент мощности;длина;ширина;высота;диаметр;цветовая температура;индекс цветопередачи CRI;световой поток;угол свечения;угол рассеивания;световая эффективность панелей;срок службы;класс IP;класс защиты;ПРА;блок аварийного питания;цвет;материал;серия;доп. данные
подвесные_внешнее_,kolichestvo_lamp{1};tip_cokolya{2};moschnost_lamp{3};napryazhenie{4};vysota{5};dlina{6};shirina{7};vystup{8};diametr{9};ploschad_osvescheniya{10};klass_bezopasnosti{11};klass_ip{12};cvetovaya_temperatura{13};material{14};seriya{15};dop_dannye{16},количество ламп;тип цоколя;мощность ламп;напряжение;высота;длина;ширина;выступ;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;материал;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;высота;длина;ширина;выступ;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;материал;серия;доп. данные
подвесные_кухонные_светильники_,seriya{2};kolichestvo_lamp{3};tip_lamp{4};tip_cokolya{5};moschnost{6};napryazhenie{7};vysota{8};shirina{9};vystup{10};diametr{11};ploschad_osvescheniya{12};cvetovaya_temperatura{13};klass_bezopasnosti{14};klass_ip{15};cvet{16};material{17};dop_dannye{18},серия;количество ламп;тип ламп;тип цоколя;мощность;напряжение;высота;ширина;выступ;диаметр;площадь освещения;цветовая температура;класс безопасности;класс IP;цвет;материал;доп. данные,серия;количество ламп;тип ламп;тип цоколя;мощность;напряжение;высота;ширина;выступ;диаметр;площадь освещения;цветовая температура;класс безопасности;класс IP;цвет;материал;доп. данные
подвесные_общее_,ugol_osvescheniya{1};kolichestvo_lamp{2};istochnik_sveta{3};tip_cokolya{4};moschnost_lamp{5};napryazhenie{6};dlina{7};vysota{8};shirina{9};vystup{10};glubina{11};diametr{12};ploschad_osvescheniya{13};dlina_provoda{14};vid_soedineniya{15};klass_bezopasnosti{16};klass_ip{17};cvetovaya_temperatura{18};min_rasstoyanie_do_obekta{19};vyklyuchatel{20};PRA{21};material{22};cvet{23};seriya{24};dop_dannye{25},угол освещения;количество ламп;источник света;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;длина провода;вид соединения;класс безопасности;класс IP;цветовая температура;min расстояние до объекта;выключатель;ПРА;материал;цвет;серия;доп. данные,угол освещения;количество ламп;источник света;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;длина провода;вид соединения;класс безопасности;класс IP;цветовая температура;min расстояние до объекта;выключатель;ПРА;материал;цвет;серия;доп. данные
подвесные_детские_,kolichestvo_lamp{1};tip_cokolya{2};moschnost_lamp{3};napryazhenie{4};dlina{5};vysota{6};shirina{7};vystup{8};glubina{9};diametr{10};ploschad_osvescheniya{11};klass_bezopasnosti{12};klass_ip{13};cvetovaya_temperatura{14};material{15};seriya{16};dop_dannye{17},количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;материал;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;материал;серия;доп. данные
подсветки_общее_,kolichestvo_lamp{2};tip_cokolya{3};moschnost_lamp{4};napryazhenie{5};dlina{6};vysota{7};shirina{8};vystup{9};glubina{10};diametr{11};ploschad_osvescheniya{12};klass_bezopasnosti{13};klass_ip{14};vyklyuchatel{15};material{16};cvet{17};seriya{18};dop_dannye{19},количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;выключатель;материал;цвет;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;выключатель;материал;цвет;серия;доп. данные
подсветки_детские_,kolichestvo_lamp{1};tip_cokolya{2};moschnost_lamp{3};napryazhenie{4};dlina{5};vysota{6};shirina{7};vystup{8};glubina{9};ploschad_osvescheniya{10};klass_bezopasnosti{11};klass_ip{12};klass_energoeffektivnosti{13};material{14};cvet{15};upakovka{16};isis{17};seriya{18};dop_dannye{19},количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;площадь освещения;класс безопасности;класс IP;класс энергоэффективности;материал;цвет;упаковка;ISIS;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;площадь освещения;класс безопасности;класс IP;класс энергоэффективности;материал;цвет;упаковка;ISIS;серия;доп. данные
потолочные_общее_,ugol_osvescheniya{1};kolichestvo_lamp{2};tip_cokolya{3};moschnost_lamp{4};napryazhenie{5};dlina{6};vysota{7};shirina{8};vystup{9};glubina{10};diametr{11};ploschad_osvescheniya{12};min_rasstoyanie_do_obekta{13};klass_bezopasnosti{14};klass_ip{15};cvetovaya_temperatura{16};vid_soedineniya{17};material{18};cvet{19};seriya{20};dop_dannye{21},угол освещения;количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;min расстояние до объекта;класс безопасности;класс IP;цветовая температура;вид соединения;материал;цвет;серия;доп. данные,угол освещения;количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;min расстояние до объекта;класс безопасности;класс IP;цветовая температура;вид соединения;материал;цвет;серия;доп. данные
потолочные_детские_,kolichestvo_lamp{1};tip_cokolya{2};moschnost_lamp{3};napryazhenie{4};dlina{5};vysota{6};shirina{7};vystup{8};glubina{9};diametr{10};ploschad_osvescheniya{11};klass_bezopasnosti{12};klass_ip{13};material{14};seriya{15};dop_dannye{16},количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;материал;серия;доп. данные,количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;материал;серия;доп. данные
прямые_граверы_шлифмашины_,rabochee_davlenie{1};rashod_vozduha{2};diametr_vozdushnogo_shlanga{3};diam_vozd_otve{4};skorost_holostogo_hoda{5};diametr_cangovogo_zazhima{6};max_diam_shli_krug{7};diametr_shpindelya{8};ves{9};gibkiy_val_v_komplekte{10};keys_v_komplekte{11},рабочее давление;расход воздуха;диаметр воздушного шланга;диаметр воздухозаборного отверстия;скорость холостого хода;диаметр цангового зажима;max диаметр шлифовального круга;диаметр шпинделя;вес;гибкий вал в комплекте;кейс в комплекте,рабочее давление;расход воздуха;диаметр воздушного шланга;диаметр воздухозаборного отверстия;скорость холостого хода;диаметр цангового зажима;max диаметр шлифовального круга;диаметр шпинделя;вес;гибкий вал в комплекте;кейс в комплекте
прямые_граверы_шлифовальные_машины_,pitanie{1};tip_akkumulyatora{2};emkost_akkumulyatora{3};vremya_zaryadki{4};napryazhenie{5};chastota{6};moschnost{7};skorost_holostogo_hoda{8};diametr_cangi{9};rezba_shpindelya{10};max_diametr_nasadki{11};max_tols_shli_krug{12};regulirovka_oborotov{13};tip_regulirovki_skorosti{14};kol_vo_stup_regu_skor{15};stabilizaciya_oborotov{16};plavnyy_pusk{17};gibkiy_val{18};kol_vo_akku_v_komp{19};sumka_keys_v_komplekte{20};ves{21};seriya{22},питание;тип аккумулятора;ёмкость аккумулятора;время зарядки;напряжение;частота;мощность;скорость холостого хода;диаметр цанги;резьба шпинделя;max диаметр насадки;max толщина шлифовального круга;регулировка оборотов;тип регулировки скорости;кол-во ступеней регулировки скорости;стабилизация оборотов;плавный пуск;гибкий вал;кол-во аккумуляторов в комплекте;сумка/кейс в комплекте;вес;серия,питание;тип аккумулятора;ёмкость аккумулятора;время зарядки;напряжение;частота;мощность;скорость холостого хода;диаметр цанги;резьба шпинделя;max диаметр насадки;max толщина шлифовального круга;регулировка оборотов;тип регулировки скорости;кол-во ступеней регулировки скорости;стабилизация оборотов;плавный пуск;гибкий вал;кол-во аккумуляторов в комплекте;сумка/кейс в комплекте;вес;серия
светильники_общее_,cvet{1};cvetovoy_potok{2};ugol_osvescheniya{3};kolichestvo_lamp{4};tip_cokolya{5};moschnost_lamp{6};napryazhenie{7};dlina{8};vysota{9};shirina{10};vystup{11};glubina{12};diametr{13};ploschad_osvescheniya{14};klass_bezopasnosti{15};klass_ip{16};cvetovaya_temperatura{17};indeks_cvetoperedachi{18};vyklyuchatel{19};material{20};seriya{21};dop_dannye{22},цвет;cветовой поток;угол освещения;количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;индекс цветопередачи;выключатель;материал;серия;доп. данные,цвет;cветовой поток;угол освещения;количество ламп;тип цоколя;мощность ламп;напряжение;длина;высота;ширина;выступ;глубина;диаметр;площадь освещения;класс безопасности;класс IP;цветовая температура;индекс цветопередачи;выключатель;материал;серия;доп. данные
светильники_светильники_для_ванных_,cvet{1};istochnik_sveta{2};kolichestvo_lamp{3};tip_cokolya{4};moschnost_lampy{5};napryazhenie{6};dlina{7};vysota{8};shirina{9};vystup{10};glubina{11};diametr{12};diametr_vreznogo_otverstiya{13};glubina_vreznogo_otverstiya{14};ugol_osvescheniya{15};ploschad_osvescheniya{16};klass_bezopasnosti{17};klass_ip{18};cvetovaya_temperatura{19};vyklyuchatel{20};material{21};seriya{22};dop_dannye{23},цвет;источник света;количество ламп;тип цоколя;мощность лампы;напряжение;длина;высота;ширина;выступ;глубина;диаметр;диаметр врезного отверстия;глубина врезного отверстия;угол освещения;площадь освещения;класс безопасности;класс IP;цветовая температура;выключатель;материал;серия;доп. данные,цвет;источник света;количество ламп;тип цоколя;мощность лампы;напряжение;длина;высота;ширина;выступ;глубина;диаметр;диаметр врезного отверстия;глубина врезного отверстия;угол освещения;площадь освещения;класс безопасности;класс IP;цветовая температура;выключатель;материал;серия;доп. данные
светильники_кухонные_светильники_,seriya{2};kolichestvo_lamp{3};tip_cokolya{4};tip_lamp{5};moschnost{6};napryazhenie{7};vremya_vklyucheniya{8};dlina{9};vysota{10};shirina{11};vystup{12};glubina{13};ploschad_osvescheniya{14};ugol_rasseivaniya{15};srok_sluzhby{16};cvetovaya_temperatura{17};svetovoy_potok{18};svetootdacha_lm_w{19};cvetoperedacha{20};vid_soedineniya{21};dlina_provoda{22};PRA{23};tip_rasseivatelya{24};dimmirovanie{25};klass_produkta{26};klass_bezopasnosti{27};klass_ip{28};cvet{29};material{30};dop_dannye{31},"серия;количество ламп;тип цоколя;тип ламп;мощность;напряжение;время включения;длина;высота;ширина;выступ;глубина;площадь освещения;угол рассеивания;срок службы;цветовая температура;световой поток;светоотдача, lm/W;цветопередача;вид соединения;длина провода;ПРА;тип рассеивателя;диммирование;класс продукта;класс безопасности;класс IP;цвет;материал;доп. данные","серия;количество ламп;тип цоколя;тип ламп;мощность;напряжение;время включения;длина;высота;ширина;выступ;глубина;площадь освещения;угол рассеивания;срок службы;цветовая температура;световой поток;светоотдача, lm/W;цветопередача;вид соединения;длина провода;ПРА;тип рассеивателя;диммирование;класс продукта;класс безопасности;класс IP;цвет;материал;доп. данные"
